GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Orne Config,dev.orne.config.impl,ConfigurerImpl,17,325,0,34,6,81,0,29,0,12
Orne Config,dev.orne.config.impl,SystemConfigImpl,0,25,0,0,0,7,0,6,0,6
Orne Config,dev.orne.config.impl,YamlConfigImpl,0,5,0,0,0,2,0,1,0,1
Orne Config,dev.orne.config.impl,YamlMutableConfigBuilderImpl,0,88,0,2,0,20,0,10,0,9
Orne Config,dev.orne.config.impl,XmlUtils,112,527,12,20,27,126,13,34,2,29
Orne Config,dev.orne.config.impl,PreferencesConfigOptions,0,61,0,0,0,24,0,12,0,12
Orne Config,dev.orne.config.impl,XmlMutableConfigImpl,25,163,1,5,9,37,2,13,1,11
Orne Config,dev.orne.config.impl,YamlConfigOptions,0,15,0,0,0,5,0,2,0,2
Orne Config,dev.orne.config.impl,SystemConfigBuilderImpl,0,9,0,0,0,3,0,2,0,2
Orne Config,dev.orne.config.impl,SpringEnvironmentConfigImpl,0,65,1,3,0,17,1,8,0,7
Orne Config,dev.orne.config.impl,AbstractConfigCryptoProvider,9,84,1,5,3,28,1,12,0,10
Orne Config,dev.orne.config.impl,AbstractConfigBuilderImpl,0,61,0,0,0,19,0,9,0,9
Orne Config,dev.orne.config.impl,SpringEnvironmentConfigBuilderImpl,0,44,0,2,0,10,0,5,0,4
Orne Config,dev.orne.config.impl,CryptoProviderBuilderImpl,19,72,0,2,6,20,2,8,2,7
Orne Config,dev.orne.config.impl,AbstractWatchableConfig,0,70,0,2,0,21,0,10,0,9
Orne Config,dev.orne.config.impl,ConfigProviderBuilderImpl,0,18,0,0,0,6,0,3,0,3
Orne Config,dev.orne.config.impl,ConfigProviderImpl,0,175,1,27,0,35,1,19,0,6
Orne Config,dev.orne.config.impl,PreferencesConfigImpl,30,44,1,3,8,9,1,7,0,6
Orne Config,dev.orne.config.impl,AbstractMutableConfig,0,113,0,10,0,24,0,11,0,6
Orne Config,dev.orne.config.impl,ConfigSubset,77,623,20,54,19,118,22,41,3,23
Orne Config,dev.orne.config.impl,PreferencesMutableConfigImpl,65,109,1,5,18,28,1,15,0,13
Orne Config,dev.orne.config.impl,PropertiesConfigOptions,12,120,0,6,4,43,0,13,0,10
Orne Config,dev.orne.config.impl,VariableResolver,0,44,0,2,0,11,0,5,0,4
Orne Config,dev.orne.config.impl,JsonMutableConfigBuilderImpl,0,88,0,2,0,20,0,10,0,9
Orne Config,dev.orne.config.impl,PropertiesConfigBuilderImpl,0,75,0,0,0,17,0,9,0,9
Orne Config,dev.orne.config.impl,PreferencesMutableConfigBuilderImpl,0,21,0,0,0,4,0,2,0,2
Orne Config,dev.orne.config.impl,PooledConfigCryptoProvider.PooledCipherFactory,0,21,0,0,0,6,0,4,0,4
Orne Config,dev.orne.config.impl,ConfigCryptoAesGcmEngine,0,275,0,2,0,76,0,20,0,19
Orne Config,dev.orne.config.impl,XmlConfigOptions,107,250,8,14,33,84,7,19,1,14
Orne Config,dev.orne.config.impl,YamlMutableConfigImpl,0,18,0,0,0,6,0,2,0,2
Orne Config,dev.orne.config.impl,YamlConfigBuilderImpl,0,94,0,2,0,21,0,11,0,10
Orne Config,dev.orne.config.impl,CommonsMutableConfigImpl,19,138,6,8,5,33,7,12,2,10
Orne Config,dev.orne.config.impl,JsonConfigImpl,36,137,3,9,7,32,3,16,1,12
Orne Config,dev.orne.config.impl,XmlConfigBuilderImpl,13,123,1,5,3,28,2,14,1,12
Orne Config,dev.orne.config.impl,XmlConfigImpl,3,74,1,3,1,14,2,8,1,7
Orne Config,dev.orne.config.impl,CommonsConfigOptions,0,17,0,0,0,8,0,4,0,4
Orne Config,dev.orne.config.impl,EventsHandler,0,59,0,6,0,16,0,9,0,6
Orne Config,dev.orne.config.impl,JacksonUtils,55,80,10,4,12,20,8,5,1,5
Orne Config,dev.orne.config.impl,JsonConfigBuilderImpl,0,94,0,2,0,21,0,11,0,10
Orne Config,dev.orne.config,WatchableConfig,0,4,0,0,0,1,0,1,0,1
Orne Config,dev.orne.config,Configurable,0,3,0,0,0,2,0,2,0,2
Orne Config,dev.orne.config,NonIterableConfigException,0,23,0,0,0,10,0,5,0,5
Orne Config,dev.orne.config,Configurer,0,5,0,0,0,1,0,1,0,1
Orne Config,dev.orne.config,ConfigCryptoProviderException,0,23,0,0,0,10,0,5,0,5
Orne Config,dev.orne.config,CryptoProviderEngineBuilder,0,10,0,0,0,2,0,2,0,2
Orne Config,dev.orne.config,ConfigProvider,0,5,0,0,0,1,0,1,0,1
Orne Config,dev.orne.config,DelegatedMutableConfig,0,37,0,0,0,13,0,7,0,7
Orne Config,dev.orne.config,ValueEncoder,0,31,0,0,0,5,0,6,0,6
Orne Config,dev.orne.config,MutableConfig,0,34,0,6,0,7,0,7,0,4
Orne Config,dev.orne.config,ValueDecoder,0,31,0,0,0,5,0,6,0,6
Orne Config,dev.orne.config,ConfigBuilder,0,10,0,0,0,2,0,2,0,2
Orne Config,dev.orne.config,ValueDecorator,0,31,0,0,0,5,0,6,0,6
Orne Config,dev.orne.config,XmlConfigBaseBuilder,0,5,0,0,0,1,0,1,0,1
Orne Config,dev.orne.config,FileMutableConfig,5,28,0,0,2,8,1,3,1,3
Orne Config,dev.orne.config,ConfigCryptoWrongKeyException,0,23,0,0,0,10,0,5,0,5
Orne Config,dev.orne.config,DelegatedWatchableConfig,0,38,0,0,0,12,0,6,0,6
Orne Config,dev.orne.config,Config,0,255,0,12,0,35,0,41,0,35
Orne Config,dev.orne.config,ConfigException,0,23,0,0,0,10,0,5,0,5
Orne Config,dev.orne.config,ConfigCryptoProvider,0,4,0,0,0,1,0,1,0,1
Orne Config,dev.orne.config,DelegatedConfig,0,111,0,0,0,23,0,21,0,21
Orne Config,dev.orne.config.spring,SpringBootAutoConfigurer.FeaturesSelector,0,49,2,6,0,14,2,5,0,3
Orne Config,dev.orne.config.spring,SpringBootAutoConfigurer,0,3,0,0,0,2,0,1,0,1
Orne Config,dev.orne.config.spring,ConfigurableComponentsConfigurer,0,39,0,4,0,13,0,7,0,5
Orne Config,dev.orne.config.spring,ConfigPropertySourcePostProcessor,0,310,0,38,0,76,0,29,0,10
Orne Config,dev.orne.config.spring,ConfigProviderConfigurer,0,192,0,20,0,46,0,18,0,8
Orne Config,dev.orne.config.spring,ConfigProviderCustomizer,0,9,0,0,0,2,0,1,0,1
Orne Config,dev.orne.config.spring,ConfigAutowireCandidateResolver,9,56,0,4,2,13,2,7,2,5
Orne Config,dev.orne.config.spring,ConfigurableComponentsPostProcessor,0,19,0,2,0,7,0,4,0,3
Orne Config,dev.orne.config.spring,ConfigLazyPropertySource,0,94,0,8,0,22,0,11,0,7
Orne Config,dev.orne.config.spring,ConfigAutowireCandidateResolverConfigurer,0,27,1,1,0,10,1,3,0,3
Orne Config,dev.orne.config.commons,DelegatedOrneConfigurationDecoder,0,22,0,0,0,7,0,3,0,3
Orne Config,dev.orne.config.commons,DelegatedOrneConfiguration,0,78,0,0,0,20,0,10,0,10
Orne Config,dev.orne.config.commons,DelegatedOrneMutableConfiguration,0,39,0,0,0,13,0,4,0,4
